;Hours;Oslo
23.10.2019;08 - 09;399,48
23.10.2019;09 - 10;398,97
23.10.2019;10 - 11;399,99
23.10.2019;11 - 12;397,04
23.10.2019;12 - 13;395
23.10.2019;13 - 14;388,89
23.10.2019;14 - 15;388,18
23.10.2019;15 - 16;390,83
23.10.2019;16 - 17;391,03
23.10.2019;17 - 18;396,94
23.10.2019;18 - 19;402,23
23.10.2019;19 - 20;402,64
23.10.2019;20 - 21;398,77
23.10.2019;21 - 22;389,2
23.10.2019;22 - 23;380,24
23.10.2019;23 - 00;356
24.10.2019;00 - 01;348,8
24.10.2019;01 - 02;335,76
24.10.2019;02 - 03;328,02
24.10.2019;03 - 04;327,4
24.10.2019;04 - 05;335,45
24.10.2019;05 - 06;351,25
24.10.2019;06 - 07;386,91
24.10.2019;07 - 08;405,77
24.10.2019;08 - 09;409,13
24.10.2019;09 - 10;408,62
24.10.2019;10 - 11;408,62
24.10.2019;11 - 12;407,19
24.10.2019;12 - 13;404,75
24.10.2019;13 - 14;402,91
24.10.2019;14 - 15;391,4
24.10.2019;15 - 16;384,06
24.10.2019;16 - 17;387,93
24.10.2019;17 - 18;400,57
24.10.2019;18 - 19;404,85
24.10.2019;19 - 20;402,2
24.10.2019;20 - 21;375,5
24.10.2019;21 - 22;363,27
24.10.2019;22 - 23;352,27
24.10.2019;23 - 00;345,24
25.10.2019;00 - 01;357,51
25.10.2019;01 - 02;354,57
25.10.2019;02 - 03;349,09
25.10.2019;03 - 04;348,38
25.10.2019;04 - 05;348,79
25.10.2019;05 - 06;348,69
25.10.2019;06 - 07;365,13
25.10.2019;07 - 08;393,95
25.10.2019;08 - 09;395,77
25.10.2019;09 - 10;394,96
25.10.2019;10 - 11;395,06
25.10.2019;11 - 12;390,6
25.10.2019;12 - 13;361,78
25.10.2019;13 - 14;366,04
25.10.2019;14 - 15;352,95
25.10.2019;15 - 16;358,53
25.10.2019;16 - 17;365,63
25.10.2019;17 - 18;378,42
25.10.2019;18 - 19;388,36
25.10.2019;19 - 20;385,83
25.10.2019;20 - 21;377,61
25.10.2019;21 - 22;352,64
25.10.2019;22 - 23;348,79
25.10.2019;23 - 00;348,28
26.10.2019;00 - 01;350,27
26.10.2019;01 - 02;349,77
26.10.2019;02 - 03;349,77
26.10.2019;03 - 04;352,31
26.10.2019;04 - 05;357,1
26.10.2019;05 - 06;363,41
26.10.2019;06 - 07;366,16
26.10.2019;07 - 08;366,57
26.10.2019;08 - 09;379,91
26.10.2019;09 - 10;380,11
26.10.2019;10 - 11;380,92
26.10.2019;11 - 12;377,87
26.10.2019;12 - 13;374,71
26.10.2019;13 - 14;366,06
26.10.2019;14 - 15;372,17
26.10.2019;15 - 16;368,3
26.10.2019;16 - 17;366,36
26.10.2019;17 - 18;381,33
26.10.2019;18 - 19;391,82
26.10.2019;19 - 20;391,72
26.10.2019;20 - 21;385,91
26.10.2019;21 - 22;380,11
26.10.2019;22 - 23;375,53
26.10.2019;23 - 00;375,22
27.10.2019;00 - 01;379,71
27.10.2019;01 - 02;378,59
27.10.2019;02 - 03;378,48
27.10.2019;02 - 03;378,48
27.10.2019;03 - 04;378,18
27.10.2019;04 - 05;377,36
27.10.2019;05 - 06;378,28
27.10.2019;06 - 07;376,96
27.10.2019;07 - 08;361,35
27.10.2019;08 - 09;366,86
27.10.2019;09 - 10;373,18
27.10.2019;10 - 11;380,01
27.10.2019;11 - 12;378,38
27.10.2019;12 - 13;376,65
27.10.2019;13 - 14;371,96
27.10.2019;14 - 15;370,94
27.10.2019;15 - 16;378,79
27.10.2019;16 - 17;392,56
27.10.2019;17 - 18;413,26
27.10.2019;18 - 19;418,77
27.10.2019;19 - 20;411,33
27.10.2019;20 - 21;392,87
27.10.2019;21 - 22;383,28
27.10.2019;22 - 23;380,01
27.10.2019;23 - 00;376,85
28.10.2019;00 - 01;378,89
28.10.2019;01 - 02;369,82
28.10.2019;02 - 03;366,35
28.10.2019;03 - 04;366,35
28.10.2019;04 - 05;376,96
28.10.2019;05 - 06;392,15
28.10.2019;06 - 07;407,96
28.10.2019;07 - 08;418,06
28.10.2019;08 - 09;432,13
28.10.2019;09 - 10;429,79
28.10.2019;10 - 11;425,09
28.10.2019;11 - 12;417,85
28.10.2019;12 - 13;413,88
28.10.2019;13 - 14;417,34
28.10.2019;14 - 15;417,04
28.10.2019;15 - 16;417,04
28.10.2019;16 - 17;418,87
28.10.2019;17 - 18;424,18
28.10.2019;18 - 19;423,36
28.10.2019;19 - 20;416,83
28.10.2019;20 - 21;413,06
28.10.2019;21 - 22;410
28.10.2019;22 - 23;401,13
28.10.2019;23 - 00;381,95
29.10.2019;00 - 01;378,23
29.10.2019;01 - 02;373,94
29.10.2019;02 - 03;366,07
29.10.2019;03 - 04;359,84
29.10.2019;04 - 05;368,42
29.10.2019;05 - 06;389,77
29.10.2019;06 - 07;410,92
29.10.2019;07 - 08;418,28
29.10.2019;08 - 09;424,31
29.10.2019;09 - 10;422,78
29.10.2019;10 - 11;422,16
29.10.2019;11 - 12;419,2
29.10.2019;12 - 13;419,2
29.10.2019;13 - 14;419,2
29.10.2019;14 - 15;417,97
29.10.2019;15 - 16;418,69
29.10.2019;16 - 17;422,67
29.10.2019;17 - 18;423,39
29.10.2019;18 - 19;423,9
29.10.2019;19 - 20;419
29.10.2019;20 - 21;414,5
29.10.2019;21 - 22;413,99
29.10.2019;22 - 23;407,96
29.10.2019;23 - 00;394,58
30.10.2019;00 - 01;395,87
30.10.2019;01 - 02;387,22
30.10.2019;02 - 03;384,55
30.10.2019;03 - 04;380,84
30.10.2019;04 - 05;390,42
30.10.2019;05 - 06;405,97
30.10.2019;06 - 07;422,24
30.10.2019;07 - 08;434,7
30.10.2019;08 - 09;444,48
30.10.2019;09 - 10;438,1
30.10.2019;10 - 11;432,13
30.10.2019;11 - 12;423,47
30.10.2019;12 - 13;417,09
30.10.2019;13 - 14;416,99
30.10.2019;14 - 15;417,5
30.10.2019;15 - 16;419,66
30.10.2019;16 - 17;422,24
30.10.2019;17 - 18;425,43
30.10.2019;18 - 19;423,27
30.10.2019;19 - 20;419,46
30.10.2019;20 - 21;411,94
30.10.2019;21 - 22;407,41
30.10.2019;22 - 23;394,64
30.10.2019;23 - 00;378,57
31.10.2019;00 - 01;370,59
31.10.2019;01 - 02;361,99
31.10.2019;02 - 03;358,71
31.10.2019;03 - 04;350,73
31.10.2019;04 - 05;356,77
31.10.2019;05 - 06;387,58
31.10.2019;06 - 07;408,05
31.10.2019;07 - 08;420,65
31.10.2019;08 - 09;425,36
31.10.2019;09 - 10;422,39
31.10.2019;10 - 11;414,81
31.10.2019;11 - 12;410,51
31.10.2019;12 - 13;403,14
31.10.2019;13 - 14;411,02
31.10.2019;14 - 15;415,32
31.10.2019;15 - 16;417,98
31.10.2019;16 - 17;422,49
31.10.2019;17 - 18;426,79
31.10.2019;18 - 19;425,87
31.10.2019;19 - 20;422,08
31.10.2019;20 - 21;416,76
31.10.2019;21 - 22;415,22
31.10.2019;22 - 23;406,21
31.10.2019;23 - 00;384,3
01.11.2019;00 - 01;381,44
01.11.2019;01 - 02;365,21
01.11.2019;02 - 03;364,08
01.11.2019;03 - 04;363,98
01.11.2019;04 - 05;365,42
01.11.2019;05 - 06;384,01
01.11.2019;06 - 07;395,62
01.11.2019;07 - 08;409,18
01.11.2019;08 - 09;412,67
01.11.2019;09 - 10;409,59
01.11.2019;10 - 11;408,26
01.11.2019;11 - 12;404,87
01.11.2019;12 - 13;399,73
01.11.2019;13 - 14;398,39
01.11.2019;14 - 15;394,9
01.11.2019;15 - 16;390,9
01.11.2019;16 - 17;396,75
01.11.2019;17 - 18;402,61
01.11.2019;18 - 19;400,86
01.11.2019;19 - 20;392,74
01.11.2019;20 - 21;383,29
01.11.2019;21 - 22;372,51
01.11.2019;22 - 23;367,88
01.11.2019;23 - 00;358,84
02.11.2019;00 - 01;375,68
02.11.2019;01 - 02;375,89
02.11.2019;02 - 03;374,26
02.11.2019;03 - 04;373,14
02.11.2019;04 - 05;371,92
02.11.2019;05 - 06;373,04
02.11.2019;06 - 07;375,79
02.11.2019;07 - 08;375,79
02.11.2019;08 - 09;384,95
02.11.2019;09 - 10;396,56
02.11.2019;10 - 11;400,13
02.11.2019;11 - 12;390,35
02.11.2019;12 - 13;382,3
02.11.2019;13 - 14;377,92
02.11.2019;14 - 15;377,21
02.11.2019;15 - 16;379,76
02.11.2019;16 - 17;391,27
02.11.2019;17 - 18;396,46
02.11.2019;18 - 19;401,65
02.11.2019;19 - 20;392,49
02.11.2019;20 - 21;391,06
02.11.2019;21 - 22;382,71
02.11.2019;22 - 23;387,9
02.11.2019;23 - 00;380,88
03.11.2019;00 - 01;378,1
03.11.2019;01 - 02;382,46
03.11.2019;02 - 03;381,65
03.11.2019;03 - 04;380,02
03.11.2019;04 - 05;378,91
03.11.2019;05 - 06;377,49
03.11.2019;06 - 07;376,17
03.11.2019;07 - 08;379,21
03.11.2019;08 - 09;380,33
03.11.2019;09 - 10;385,2
03.11.2019;10 - 11;386,42
03.11.2019;11 - 12;387,03
03.11.2019;12 - 13;392,61
03.11.2019;13 - 14;386,52
03.11.2019;14 - 15;387,94
03.11.2019;15 - 16;391,08
03.11.2019;16 - 17;403,46
03.11.2019;17 - 18;418,48
03.11.2019;18 - 19;420,72
03.11.2019;19 - 20;414,63
03.11.2019;20 - 21;400,01
03.11.2019;21 - 22;389,66
03.11.2019;22 - 23;389,77
03.11.2019;23 - 00;387,33
04.11.2019;00 - 01;380,13
04.11.2019;01 - 02;379,72
04.11.2019;02 - 03;379,01
04.11.2019;03 - 04;380,02
04.11.2019;04 - 05;382,05
04.11.2019;05 - 06;386,01
04.11.2019;06 - 07;400,93
04.11.2019;07 - 08;422,64
04.11.2019;08 - 09;438,88
04.11.2019;09 - 10;442,53
04.11.2019;10 - 11;432,69
04.11.2019;11 - 12;428,73
04.11.2019;12 - 13;423,25
04.11.2019;13 - 14;428,83
04.11.2019;14 - 15;428,43
04.11.2019;15 - 16;430,46
04.11.2019;16 - 17;438,27
04.11.2019;17 - 18;440,2
04.11.2019;18 - 19;436,55
04.11.2019;19 - 20;432,79
04.11.2019;20 - 21;423,05
04.11.2019;21 - 22;405,9
04.11.2019;22 - 23;400,22
04.11.2019;23 - 00;400,83
05.11.2019;00 - 01;402,56
05.11.2019;01 - 02;401,24
05.11.2019;02 - 03;401,04
05.11.2019;03 - 04;401,45
05.11.2019;04 - 05;403,38
05.11.2019;05 - 06;412,52
05.11.2019;06 - 07;420,64
05.11.2019;07 - 08;436,89
05.11.2019;08 - 09;470,2
05.11.2019;09 - 10;460,96
05.11.2019;10 - 11;451,72
05.11.2019;11 - 12;446,33
05.11.2019;12 - 13;443,49
05.11.2019;13 - 14;441,26
05.11.2019;14 - 15;440,44
05.11.2019;15 - 16;438,11
05.11.2019;16 - 17;441,05
05.11.2019;17 - 18;469,89
05.11.2019;18 - 19;482,69
05.11.2019;19 - 20;472,84
05.11.2019;20 - 21;456,19
05.11.2019;21 - 22;430,39
05.11.2019;22 - 23;418,51
05.11.2019;23 - 00;401,85
06.11.2019;00 - 01;410,57
06.11.2019;01 - 02;406,41
06.11.2019;02 - 03;406,2
06.11.2019;03 - 04;408,54
06.11.2019;04 - 05;416,98
06.11.2019;05 - 06;420,63
06.11.2019;06 - 07;463,72
06.11.2019;07 - 08;566,77
06.11.2019;08 - 09;606,51
06.11.2019;09 - 10;578,46
06.11.2019;10 - 11;577,24
06.11.2019;11 - 12;573,58
06.11.2019;12 - 13;553,05
06.11.2019;13 - 14;567,08
06.11.2019;14 - 15;582,12
06.11.2019;15 - 16;583,24
06.11.2019;16 - 17;616,98
06.11.2019;17 - 18;774,91
06.11.2019;18 - 19;857,02
06.11.2019;19 - 20;639,44
06.11.2019;20 - 21;535,88
06.11.2019;21 - 22;469,72
06.11.2019;22 - 23;442,38
06.11.2019;23 - 00;420,63
07.11.2019;00 - 01;426,1
07.11.2019;01 - 02;417,67
07.11.2019;02 - 03;413
07.11.2019;03 - 04;415,95
07.11.2019;04 - 05;427,52
07.11.2019;05 - 06;437,17
07.11.2019;06 - 07;463,77
07.11.2019;07 - 08;547,22
07.11.2019;08 - 09;595,44
07.11.2019;09 - 10;536,76
07.11.2019;10 - 11;502,45
07.11.2019;11 - 12;486,2
07.11.2019;12 - 13;478,69
07.11.2019;13 - 14;475,44
07.11.2019;14 - 15;474,43
07.11.2019;15 - 16;481,43
07.11.2019;16 - 17;506,41
07.11.2019;17 - 18;532,3
07.11.2019;18 - 19;489,25
07.11.2019;19 - 20;474,32
07.11.2019;20 - 21;456,66
07.11.2019;21 - 22;440,52
07.11.2019;22 - 23;427,72
07.11.2019;23 - 00;418,99
08.11.2019;00 - 01;402,53
08.11.2019;01 - 02;397,39
08.11.2019;02 - 03;395,37
08.11.2019;03 - 04;395,67
08.11.2019;04 - 05;402,33
08.11.2019;05 - 06;423,21
08.11.2019;06 - 07;454,37
08.11.2019;07 - 08;522,25
08.11.2019;08 - 09;547,87
08.11.2019;09 - 10;560,98
08.11.2019;10 - 11;554,12
08.11.2019;11 - 12;544,14
08.11.2019;12 - 13;528,91
08.11.2019;13 - 14;527,09
08.11.2019;14 - 15;528,61
08.11.2019;15 - 16;488,36
08.11.2019;16 - 17;484,23
08.11.2019;17 - 18;494,01
08.11.2019;18 - 19;474,45
08.11.2019;19 - 20;464,16
08.11.2019;20 - 21;453,16
08.11.2019;21 - 22;442,07
08.11.2019;22 - 23;433,5
08.11.2019;23 - 00;409,9
09.11.2019;00 - 01;423,48
09.11.2019;01 - 02;409,23
09.11.2019;02 - 03;401,96
09.11.2019;03 - 04;396,5
09.11.2019;04 - 05;397,11
09.11.2019;05 - 06;399,03
09.11.2019;06 - 07;409,64
09.11.2019;07 - 08;419,94
09.11.2019;08 - 09;424,59
09.11.2019;09 - 10;450,36
09.11.2019;10 - 11;446,11
09.11.2019;11 - 12;435,5
09.11.2019;12 - 13;426,31
09.11.2019;13 - 14;417,62
09.11.2019;14 - 15;416,71
09.11.2019;15 - 16;421,26
09.11.2019;16 - 17;442,68
09.11.2019;17 - 18;464,4
09.11.2019;18 - 19;457,13
09.11.2019;19 - 20;445,51
09.11.2019;20 - 21;422,37
09.11.2019;21 - 22;411,35
09.11.2019;22 - 23;400,74
09.11.2019;23 - 00;393,67
10.11.2019;00 - 01;397,43
10.11.2019;01 - 02;396,52
10.11.2019;02 - 03;395,1
10.11.2019;03 - 04;394,7
10.11.2019;04 - 05;395
10.11.2019;05 - 06;395,61
10.11.2019;06 - 07;394,6
10.11.2019;07 - 08;395,51
10.11.2019;08 - 09;403,79
10.11.2019;09 - 10;408,24
10.11.2019;10 - 11;413,39
10.11.2019;11 - 12;414,2
10.11.2019;12 - 13;417,53
10.11.2019;13 - 14;412,99
10.11.2019;14 - 15;414,91
10.11.2019;15 - 16;428,04
10.11.2019;16 - 17;457,64
10.11.2019;17 - 18;510,17
10.11.2019;18 - 19;519,16
10.11.2019;19 - 20;499,26
10.11.2019;20 - 21;473,4
10.11.2019;21 - 22;452,99
10.11.2019;22 - 23;436,32
10.11.2019;23 - 00;412,78
11.11.2019;00 - 01;406,02
11.11.2019;01 - 02;402,48
11.11.2019;02 - 03;401,27
11.11.2019;03 - 04;401,87
11.11.2019;04 - 05;405,11
11.11.2019;05 - 06;417,63
11.11.2019;06 - 07;439,96
11.11.2019;07 - 08;481,78
11.11.2019;08 - 09;515,22
11.11.2019;09 - 10;491,38
11.11.2019;10 - 11;473,6
11.11.2019;11 - 12;468,95
11.11.2019;12 - 13;457,34
11.11.2019;13 - 14;460,67
11.11.2019;14 - 15;446,02
11.11.2019;15 - 16;450,77
11.11.2019;16 - 17;452,39
11.11.2019;17 - 18;476,53
11.11.2019;18 - 19;458,55
11.11.2019;19 - 20;431,27
11.11.2019;20 - 21;423,9
11.11.2019;21 - 22;414,1
11.11.2019;22 - 23;408,04
11.11.2019;23 - 00;397,83
12.11.2019;00 - 01;398,28
12.11.2019;01 - 02;397,06
12.11.2019;02 - 03;394,04
12.11.2019;03 - 04;393,43
12.11.2019;04 - 05;395,04
12.11.2019;05 - 06;408,88
12.11.2019;06 - 07;416,45
12.11.2019;07 - 08;442,9
12.11.2019;08 - 09;444,11
12.11.2019;09 - 10;434,12
12.11.2019;10 - 11;428,16
12.11.2019;11 - 12;424,32
12.11.2019;12 - 13;423,41
12.11.2019;13 - 14;430,08
12.11.2019;14 - 15;438,05
12.11.2019;15 - 16;444,01
12.11.2019;16 - 17;491,05
12.11.2019;17 - 18;514,68
12.11.2019;18 - 19;476,42
12.11.2019;19 - 20;432,5
12.11.2019;20 - 21;419,48
12.11.2019;21 - 22;413,42
12.11.2019;22 - 23;406,45
12.11.2019;23 - 00;396,26
13.11.2019;00 - 01;400,16
13.11.2019;01 - 02;397,34
13.11.2019;02 - 03;393,41
13.11.2019;03 - 04;392,8
13.11.2019;04 - 05;394,21
13.11.2019;05 - 06;410,85
13.11.2019;06 - 07;423,96
13.11.2019;07 - 08;467,31
13.11.2019;08 - 09;525,08
13.11.2019;09 - 10;519,84
13.11.2019;10 - 11;505,32
13.11.2019;11 - 12;493,73
13.11.2019;12 - 13;478
13.11.2019;13 - 14;537,99
13.11.2019;14 - 15;546,35
13.11.2019;15 - 16;493,83
13.11.2019;16 - 17;558,25
13.11.2019;17 - 18;537,38
13.11.2019;18 - 19;481,83
13.11.2019;19 - 20;481,32
13.11.2019;20 - 21;451,08
13.11.2019;21 - 22;432,63
13.11.2019;22 - 23;418,11
13.11.2019;23 - 00;410,55
14.11.2019;00 - 01;408,01
14.11.2019;01 - 02;404,87
14.11.2019;02 - 03;401,42
14.11.2019;03 - 04;402,53
14.11.2019;04 - 05;407,81
14.11.2019;05 - 06;416,33
14.11.2019;06 - 07;440,89
14.11.2019;07 - 08;504,81
14.11.2019;08 - 09;513,84
14.11.2019;09 - 10;498,22
14.11.2019;10 - 11;479,34
14.11.2019;11 - 12;486,55
14.11.2019;12 - 13;493,55
14.11.2019;13 - 14;497,2
14.11.2019;14 - 15;527,44
14.11.2019;15 - 16;531,6
14.11.2019;16 - 17;551,49
14.11.2019;17 - 18;600,6
14.11.2019;18 - 19;489,49
14.11.2019;19 - 20;457,22
14.11.2019;20 - 21;433,58
14.11.2019;21 - 22;426,68
14.11.2019;22 - 23;416,64
14.11.2019;23 - 00;412,68
15.11.2019;00 - 01;395,64
15.11.2019;01 - 02;392,71
15.11.2019;02 - 03;390,78
15.11.2019;03 - 04;390,48
15.11.2019;04 - 05;392,6
15.11.2019;05 - 06;405,16
15.11.2019;06 - 07;417,21
15.11.2019;07 - 08;429,66
15.11.2019;08 - 09;429,46
15.11.2019;09 - 10;424,8
15.11.2019;10 - 11;422,37
15.11.2019;11 - 12;421,56
15.11.2019;12 - 13;418,52
15.11.2019;13 - 14;419,64
15.11.2019;14 - 15;425,2
15.11.2019;15 - 16;432,8
15.11.2019;16 - 17;441,4
15.11.2019;17 - 18;448,19
15.11.2019;18 - 19;439,48
15.11.2019;19 - 20;429,25
15.11.2019;20 - 21;420,65
15.11.2019;21 - 22;418,62
15.11.2019;22 - 23;408,9
15.11.2019;23 - 00;404,65
16.11.2019;00 - 01;403,92
16.11.2019;01 - 02;403,52
16.11.2019;02 - 03;402,91
16.11.2019;03 - 04;401,1
16.11.2019;04 - 05;399,79
16.11.2019;05 - 06;399,49
16.11.2019;06 - 07;399,89
16.11.2019;07 - 08;406,03
16.11.2019;08 - 09;414,2
16.11.2019;09 - 10;420,64
16.11.2019;10 - 11;418,23
16.11.2019;11 - 12;413,89
16.11.2019;12 - 13;405,63
16.11.2019;13 - 14;405,33
16.11.2019;14 - 15;405,73
16.11.2019;15 - 16;406,44
16.11.2019;16 - 17;415,61
16.11.2019;17 - 18;427,9
16.11.2019;18 - 19;418,63
16.11.2019;19 - 20;407,04
16.11.2019;20 - 21;401,9
16.11.2019;21 - 22;401,2
16.11.2019;22 - 23;401,1
16.11.2019;23 - 00;397,67
17.11.2019;00 - 01;406,33
17.11.2019;01 - 02;405,62
17.11.2019;02 - 03;404,92
17.11.2019;03 - 04;404,42
17.11.2019;04 - 05;404,32
17.11.2019;05 - 06;404,62
17.11.2019;06 - 07;405,12
17.11.2019;07 - 08;404,11
17.11.2019;08 - 09;404,92
17.11.2019;09 - 10;405,02
17.11.2019;10 - 11;405,82
17.11.2019;11 - 12;409,74
17.11.2019;12 - 13;406,83
17.11.2019;13 - 14;406,23
17.11.2019;14 - 15;405,62
17.11.2019;15 - 16;410,15
17.11.2019;16 - 17;420,1
17.11.2019;17 - 18;442,11
17.11.2019;18 - 19;437,09
17.11.2019;19 - 20;421,4
17.11.2019;20 - 21;410,65
17.11.2019;21 - 22;407,33
17.11.2019;22 - 23;405,92
17.11.2019;23 - 00;404,92
18.11.2019;00 - 01;395,77
18.11.2019;01 - 02;393,46
18.11.2019;02 - 03;392,65
18.11.2019;03 - 04;393,26
18.11.2019;04 - 05;394,56
18.11.2019;05 - 06;401,2
18.11.2019;06 - 07;415,57
18.11.2019;07 - 08;433,67
18.11.2019;08 - 09;446,34
18.11.2019;09 - 10;451,26
18.11.2019;10 - 11;446,94
18.11.2019;11 - 12;442,01
18.11.2019;12 - 13;440,2
18.11.2019;13 - 14;437,99
18.11.2019;14 - 15;438,29
18.11.2019;15 - 16;440
18.11.2019;16 - 17;446,94
18.11.2019;17 - 18;445,83
18.11.2019;18 - 19;433,37
18.11.2019;19 - 20;418,39
18.11.2019;20 - 21;409,14
18.11.2019;21 - 22;405,92
18.11.2019;22 - 23;401,2
18.11.2019;23 - 00;398,89
19.11.2019;00 - 01;372,5
19.11.2019;01 - 02;371,89
19.11.2019;02 - 03;369,88
19.11.2019;03 - 04;368,47
19.11.2019;04 - 05;370,59
19.11.2019;05 - 06;384,07
19.11.2019;06 - 07;400,08
19.11.2019;07 - 08;422,02
19.11.2019;08 - 09;437,01
19.11.2019;09 - 10;422,62
19.11.2019;10 - 11;419,7
19.11.2019;11 - 12;420,41
19.11.2019;12 - 13;422,32
19.11.2019;13 - 14;433,89
19.11.2019;14 - 15;431,48
19.11.2019;15 - 16;433,99
19.11.2019;16 - 17;438,93
19.11.2019;17 - 18;438,62
19.11.2019;18 - 19;431,88
19.11.2019;19 - 20;422,72
19.11.2019;20 - 21;419
19.11.2019;21 - 22;415,37
19.11.2019;22 - 23;408,93
19.11.2019;23 - 00;395,35
20.11.2019;00 - 01;391,5
20.11.2019;01 - 02;393,41
20.11.2019;02 - 03;391,29
20.11.2019;03 - 04;394,83
20.11.2019;04 - 05;398,87
20.11.2019;05 - 06;411,89
20.11.2019;06 - 07;427,14
20.11.2019;07 - 08;458,14
20.11.2019;08 - 09;608,9
20.11.2019;09 - 10;482,98
20.11.2019;10 - 11;462,58
20.11.2019;11 - 12;462,48
20.11.2019;12 - 13;477,02
20.11.2019;13 - 14;474,2
20.11.2019;14 - 15;479,04
20.11.2019;15 - 16;469,25
20.11.2019;16 - 17;465,01
20.11.2019;17 - 18;485,91
20.11.2019;18 - 19;464,71
20.11.2019;19 - 20;442,79
20.11.2019;20 - 21;428,05
20.11.2019;21 - 22;420,07
20.11.2019;22 - 23;404,82
20.11.2019;23 - 00;389,88
21.11.2019;00 - 01;390,9
21.11.2019;01 - 02;382,16
21.11.2019;02 - 03;376,67
21.11.2019;03 - 04;382,97
21.11.2019;04 - 05;390,29
21.11.2019;05 - 06;406,25
21.11.2019;06 - 07;426,99
21.11.2019;07 - 08;453,53
21.11.2019;08 - 09;452,51
21.11.2019;09 - 10;444,89
21.11.2019;10 - 11;439,8
21.11.2019;11 - 12;437,06
21.11.2019;12 - 13;439,9
21.11.2019;13 - 14;446,11
21.11.2019;14 - 15;443,36
21.11.2019;15 - 16;443,26
21.11.2019;16 - 17;443,46
21.11.2019;17 - 18;444,48
21.11.2019;18 - 19;440,82
21.11.2019;19 - 20;432,69
21.11.2019;20 - 21;422,72
21.11.2019;21 - 22;408,59
21.11.2019;22 - 23;398,22
21.11.2019;23 - 00;383,38
22.11.2019;00 - 01;382,71
22.11.2019;01 - 02;379,57
22.11.2019;02 - 03;378,77
22.11.2019;03 - 04;377,65
22.11.2019;04 - 05;378,16
22.11.2019;05 - 06;387,05
22.11.2019;06 - 07;406,56
22.11.2019;07 - 08;433,24
22.11.2019;08 - 09;436,17
22.11.2019;09 - 10;428,79
22.11.2019;10 - 11;427,88
22.11.2019;11 - 12;427,88
22.11.2019;12 - 13;428,99
22.11.2019;13 - 14;429,7
22.11.2019;14 - 15;428,08
22.11.2019;15 - 16;424,14
22.11.2019;16 - 17;426,57
22.11.2019;17 - 18;425,96
22.11.2019;18 - 19;420,2
22.11.2019;19 - 20;406,96
22.11.2019;20 - 21;399,79
22.11.2019;21 - 22;396,85
22.11.2019;22 - 23;387,25
22.11.2019;23 - 00;375,23
23.11.2019;00 - 01;375,17
23.11.2019;01 - 02;372,74
23.11.2019;02 - 03;371,72
23.11.2019;03 - 04;369,49
23.11.2019;04 - 05;369,6
23.11.2019;05 - 06;372,33
23.11.2019;06 - 07;369,19
23.11.2019;07 - 08;378,52
23.11.2019;08 - 09;388,25
23.11.2019;09 - 10;392,5
23.11.2019;10 - 11;396,86
23.11.2019;11 - 12;396,96
23.11.2019;12 - 13;396,76
23.11.2019;13 - 14;395,85
23.11.2019;14 - 15;395,75
23.11.2019;15 - 16;398,49
23.11.2019;16 - 17;402,44
23.11.2019;17 - 18;409,03
23.11.2019;18 - 19;405,68
23.11.2019;19 - 20;394,94
23.11.2019;20 - 21;393,11
23.11.2019;21 - 22;390,68
23.11.2019;22 - 23;386,83
23.11.2019;23 - 00;378,01
24.11.2019;00 - 01;381,12
24.11.2019;01 - 02;383,03
24.11.2019;02 - 03;382,53
24.11.2019;03 - 04;368,62
24.11.2019;04 - 05;382,23
24.11.2019;05 - 06;379,81
24.11.2019;06 - 07;379,3
24.11.2019;07 - 08;385,35
24.11.2019;08 - 09;386,06
24.11.2019;09 - 10;388,98
24.11.2019;10 - 11;391
24.11.2019;11 - 12;401,28
24.11.2019;12 - 13;401,28
24.11.2019;13 - 14;400,77
24.11.2019;14 - 15;403,7
24.11.2019;15 - 16;410,05
24.11.2019;16 - 17;416,8
24.11.2019;17 - 18;417,51
24.11.2019;18 - 19;412,87
24.11.2019;19 - 20;414,88
24.11.2019;20 - 21;412,47
24.11.2019;21 - 22;409,54
24.11.2019;22 - 23;405,51
24.11.2019;23 - 00;396,04
25.11.2019;00 - 01;397,65
25.11.2019;01 - 02;386,26
25.11.2019;02 - 03;386,36
25.11.2019;03 - 04;386,86
25.11.2019;04 - 05;399,36
25.11.2019;05 - 06;409,74
25.11.2019;06 - 07;432,73
25.11.2019;07 - 08;441,29
25.11.2019;08 - 09;447,14
25.11.2019;09 - 10;439,08
25.11.2019;10 - 11;438,77
25.11.2019;11 - 12;439,68
25.11.2019;12 - 13;440,59
25.11.2019;13 - 14;441,09
25.11.2019;14 - 15;442,6
25.11.2019;15 - 16;454,2
25.11.2019;16 - 17;471,33
25.11.2019;17 - 18;463,27
25.11.2019;18 - 19;452,78
25.11.2019;19 - 20;439,18
25.11.2019;20 - 21;430,81
25.11.2019;21 - 22;425,57
25.11.2019;22 - 23;417,71
25.11.2019;23 - 00;409,04
26.11.2019;00 - 01;411,56
26.11.2019;01 - 02;404,88
26.11.2019;02 - 03;397,5
26.11.2019;03 - 04;397,7
26.11.2019;04 - 05;406,91
26.11.2019;05 - 06;413,88
26.11.2019;06 - 07;436,94
26.11.2019;07 - 08;472,84
26.11.2019;08 - 09;536,24
26.11.2019;09 - 10;487,2
26.11.2019;10 - 11;473,95
26.11.2019;11 - 12;467,07
26.11.2019;12 - 13;484,87
26.11.2019;13 - 14;479,92
26.11.2019;14 - 15;479,41
